[1, 'OVERLAP', 1.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True", 'CBA', 1.0, 41, 41]
[200, 'AFTER', 200.0, "self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM'", 'CBA', 1.0, 14, 14]
[201, 'AFTER', 201.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM'", 'CBA', 1.0, 14, 14]
[202, 'OVERLAP', 202.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 14, 14]
[203, 'OVERLAP', 203.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_pos_token_1_precede(tokenE) == 'ADP' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 14, 14]
[204, 'OVERLAP', 204.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 14, 14]
[205, 'OVERLAP', 205.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'último' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 14, 14]
[206, 'OVERLAP', 206.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'último' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 14, 14]
[207, 'OVERLAP', 207.0, "self.f.event_dep(tokenE) == 'OBJ' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_type(tokenT) == 'DURATION'", 'CBA', 1.0, 13, 13]
[208, 'OVERLAP', 208.0, "self.f.event_closest_to_event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_3_precede(tokenE) == 'DET'", 'CBA', 1.0, 13, 13]
[209, 'AFTER', 209.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM'", 'CBA', 1.0, 13, 13]
[210, 'OVERLAP', 210.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_2_precede(tokenE) == 'ADP' and self.f.timex3_pos_token_1_precede(tokenT) == 'VERB'", 'CBA', 1.0, 13, 13]
[211, 'OVERLAP', 211.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.timex3_preposition_precede(tokenT) == 'neste' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 13, 13]
[212, 'AFTER', 212.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True", 'CBA', 1.0, 13, 13]
[213, 'AFTER', 213.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 1.0, 13, 13]
[214, 'OVERLAP', 214.0, "self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_2_precede(tokenT) == 'VERB'", 'CBA', 1.0, 13, 13]
[215, 'OVERLAP', 215.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True and self.f.timex3_relevant_lemmas(tokenT) == 'ano' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 13, 13]
[216, 'OVERLAP', 216.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 13, 13]
[217, 'OVERLAP', 217.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_dep(tokenE) == 'CCOMP' and self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.timex3_dep(tokenT) == 'OBL'", 'CBA', 1.0, 13, 13]
[218, 'OVERLAP', 218.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_pos_token_3_follow(tokenE) == 'VERB' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 13, 13]
[219, 'AFTER', 219.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'NUM' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 13, 13]
[220, 'OVERLAP', 220.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_preposition_precede(tokenT) == 'da'", 'CBA', 1.0, 13, 13]
[221, 'AFTER', 221.0, "self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.event_preposition_precede(tokenE) == 'em'", 'CBA', 1.0, 12, 12]
[222, 'OVERLAP', 222.0, "self.f.timex3_head_pos(tokenT) == 'PROPN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 12, 12]
[223, 'AFTER', 223.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM'", 'CBA', 1.0, 12, 12]
[224, 'AFTER', 224.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NUM' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 12, 12]
[225, 'BEFORE', 225.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP'", 'CBA', 1.0, 12, 12]
[226, 'AFTER', 226.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.timex3_pos_token_1_precede(tokenT) == 'SCONJ'", 'CBA', 1.0, 12, 12]
[227, 'AFTER', 227.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[228, 'OVERLAP', 228.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 12, 12]
[229, 'OVERLAP', 229.0, "self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[230, 'OVERLAP', 230.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[231, 'AFTER', 231.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True", 'CBA', 1.0, 12, 12]
[232, 'AFTER', 232.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[233, 'OVERLAP', 233.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto'", 'CBA', 1.0, 12, 12]
[234, 'OVERLAP', 234.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto'", 'CBA', 1.0, 12, 12]
[235, 'AFTER', 235.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[236, 'AFTER', 236.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_precede(tokenE) == 'PUNCT'", 'CBA', 1.0, 12, 12]
[237, 'AFTER', 237.0, "self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 12, 12]
[238, 'AFTER', 238.0, "self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[239, 'OVERLAP', 239.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 12, 12]
[240, 'OVERLAP', 240.0, "self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 12, 12]
[241, 'OVERLAP', 241.0, "self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 12, 12]
[242, 'AFTER', 242.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_pos_token_2_follow(tokenE) == 'VERB' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True", 'CBA', 1.0, 12, 12]
[243, 'AFTER', 243.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ'", 'CBA', 1.0, 12, 12]
[244, 'AFTER', 244.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM'", 'CBA', 1.0, 12, 12]
[245, 'AFTER', 245.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM'", 'CBA', 1.0, 12, 12]
[246, 'AFTER', 246.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ'", 'CBA', 1.0, 12, 12]
[247, 'AFTER', 247.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM'", 'CBA', 1.0, 12, 12]
[248, 'OVERLAP', 248.0, "self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_preposition_precede(tokenT) == 'na'", 'CBA', 1.0, 12, 12]
[249, 'AFTER', 249.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_2_precede(tokenE) == 'PROPN' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 12, 12]
[250, 'OVERLAP', 250.0, "self.f.event_pos_token_1_follow(tokenE) == 'ADV' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 1.0, 12, 12]
[251, 'AFTER', 251.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_preposition_precede(tokenT) == 'do'", 'CBA', 1.0, 12, 12]
[252, 'AFTER', 252.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_timex3_pos(tokenT) == 'NUM' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.signal_precede_timex3_text(tokenT) == 'por'", 'CBA', 1.0, 12, 12]
[253, 'AFTER', 253.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_relevant_lemmas(tokenT) == 'haver'", 'CBA', 1.0, 12, 12]
[254, 'OVERLAP', 254.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'último' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 12, 12]
[255, 'OVERLAP', 255.0, "self.f.timex3_pos_token_1_follow(tokenT) == 'VERB' and self.f.timex3_pos_token_2_follow(tokenT) == 'NOUN'", 'CBA', 1.0, 11, 11]
[256, 'BEFORE', 256.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.event_pos_token_1_precede(tokenE) == 'PRON'", 'CBA', 1.0, 11, 11]
[257, 'AFTER', 257.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_1_precede(tokenE) == 'VERB'", 'CBA', 1.0, 11, 11]
[258, 'BEFORE', 258.0, "self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'ao'", 'CBA', 1.0, 11, 11]
[259, 'OVERLAP', 259.0, "self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ'", 'CBA', 1.0, 11, 11]
[260, 'OVERLAP', 260.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.timex3_pos_token_2_follow(tokenT) == 'NOUN'", 'CBA', 1.0, 11, 11]
[261, 'AFTER', 261.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.signal_precede_timex3_text(tokenT) == 'por'", 'CBA', 1.0, 11, 11]
[262, 'OVERLAP', 262.0, "self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.event_pos_token_1_follow(tokenE) == 'ADV' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 1.0, 11, 11]
[263, 'AFTER', 263.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_preposition_precede(tokenT) == 'para'", 'CBA', 1.0, 11, 11]
[264, 'OVERLAP', 264.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 11, 11]
[265, 'AFTER', 265.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_relevant_lemmas(tokenT) == 'haver'", 'CBA', 1.0, 11, 11]
[266, 'OVERLAP', 266.0, "self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_pos_token_2_precede(tokenE) == 'ADJ' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 11, 11]
[267, 'OVERLAP', 267.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 1.0, 11, 11]
[268, 'OVERLAP', 268.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 1.0, 11, 11]
[269, 'AFTER', 269.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_dep(tokenT) == 'OBL'", 'CBA', 1.0, 11, 11]
[270, 'OVERLAP', 270.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.timex3_dep(tokenT) == 'NMOD'", 'CBA', 1.0, 11, 11]
[271, 'AFTER', 271.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 11, 11]
[272, 'OVERLAP', 272.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PRES'", 'CBA', 1.0, 11, 11]
[273, 'AFTER', 273.0, "self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.event_pos_token_3_precede(tokenE) == 'PUNCT' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 11, 11]
[274, 'AFTER', 274.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.event_preposition_precede(tokenE) == 'de' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe'", 'CBA', 1.0, 11, 11]
[275, 'OVERLAP', 275.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_preposition_precede(tokenT) == 'no' and self.f.timex3_relevant_lemmas(tokenT) == 'ano' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 11, 11]
[276, 'AFTER', 276.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB'", 'CBA', 1.0, 11, 11]
[277, 'OVERLAP', 277.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.event_pos_token_3_precede(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media'", 'CBA', 1.0, 11, 11]
[278, 'AFTER', 278.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 11, 11]
[279, 'AFTER', 279.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 1.0, 11, 11]
[280, 'AFTER', 280.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 11, 11]
[281, 'AFTER', 281.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.event_pos_token_3_precede(tokenE) == 'PUNCT'", 'CBA', 1.0, 11, 11]
[282, 'AFTER', 282.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_2_precede(tokenE) == 'PROPN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 1.0, 11, 11]
[283, 'OVERLAP', 283.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_3_precede(tokenE) == 'PROPN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 11, 11]
[284, 'AFTER', 284.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_1_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 1.0, 11, 11]
[285, 'AFTER', 285.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.signal_precede_timex3_text(tokenT) == 'por' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 11, 11]
[286, 'AFTER', 286.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_preposition_precede(tokenT) == 'do' and self.f.timex3_relevant_lemmas(tokenT) == 'ano' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 1.0, 11, 11]
[287, 'OVERLAP', 287.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 1.0, 11, 11]
[288, 'AFTER', 288.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9583333333333334, 23, 24]
[289, 'OVERLAP', 289.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 0.9583333333333334, 23, 24]
[290, 'AFTER', 290.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9565217391304348, 22, 23]
[291, 'AFTER', 291.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9545454545454546, 21, 22]
[292, 'AFTER', 292.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_2_follow(tokenE) == 'DET'", 'CBA', 0.9545454545454546, 21, 22]
[293, 'AFTER', 293.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9523809523809523, 20, 21]
[294, 'OVERLAP', 294.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 0.95, 19, 20]
[295, 'OVERLAP', 295.0, "self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.95, 19, 20]
[296, 'AFTER', 296.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.timex3_relevant_lemmas(tokenT) == 'haver'", 'CBA', 0.9473684210526315, 18, 19]
[297, 'AFTER', 297.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9473684210526315, 18, 19]
